transaction_id,amount,transaction_type,hour_of_day,day_of_week,location_change,new_device,transaction_frequency_24h,customer_avg_amount,distance_from_home_km,account_age_days,is_fraud,customer_id
TXN005498,5558.95,Transfer,20,2,0,1,6,1846.0,115.2,352,1,CUST0442
TXN005499,570.59,Withdrawal,17,6,0,0,1,5572.63,4.0,2389,0,CUST0144
TXN005500,3556.41,Payment,15,1,0,0,1,4069.08,1.9,3469,0,CUST0463
TXN005501,4100.15,Payment,18,6,0,0,1,3070.64,1.8,1184,0,CUST0397
TXN005502,2358.11,Withdrawal,15,4,0,0,3,1185.34,8.8,767,0,CUST0197
TXN005503,2859.46,Purchase,10,4,0,0,3,4674.85,1.0,3277,0,CUST0358
TXN005504,42279.46,Purchase,11,5,0,0,4,1268.27,1.6,2508,0,CUST0142
TXN005505,524.82,Purchase,16,0,1,0,3,4211.58,3.2,703,0,CUST0241
TXN005506,5465.61,Purchase,15,4,0,0,4,1122.28,4.9,527,0,CUST0372
TXN005507,788.05,Payment,16,0,0,0,4,1643.57,9.6,2130,0,CUST0402
TXN005508,1786.32,Payment,8,3,0,0,2,4785.11,1.7,890,0,CUST0034
TXN005509,2021.05,Payment,13,3,0,0,1,2855.25,7.3,2054,0,CUST0203
TXN005510,5780.58,Purchase,2,4,0,0,2,2636.42,1.5,2777,0,CUST0290
TXN005511,630.38,Transfer,14,3,0,0,4,1456.7,4.2,2006,0,CUST0489
TXN005512,1812.08,Purchase,11,2,0,0,3,2391.19,1.2,3598,0,CUST0208
TXN005513,780.92,Purchase,18,1,0,0,1,1876.77,7.5,541,0,CUST0168
TXN005514,1491.65,Withdrawal,21,2,0,0,4,694.52,8.7,2371,0,CUST0342
TXN005515,2430.7,Payment,2,0,0,0,4,6273.73,5.3,1460,0,CUST0099
TXN005516,4622.26,Payment,17,5,0,0,1,1605.62,0.3,2051,0,CUST0152
TXN005517,53322.22,Transfer,22,6,1,1,3,1387.55,12.8,200,1,CUST0018
TXN005518,753.24,Withdrawal,10,1,0,0,6,525.88,1.7,1328,0,CUST0367
TXN005519,1103.02,Withdrawal,14,5,0,0,3,1413.83,6.8,1195,0,CUST0194
TXN005520,2459.72,Payment,17,3,1,0,2,1284.37,16.1,2107,0,CUST0401
TXN005521,1007.87,Transfer,10,6,0,0,1,5761.94,0.9,1854,0,CUST0226
TXN005522,1356.81,Withdrawal,9,6,0,0,2,1741.95,0.5,620,0,CUST0001
TXN005523,1564.19,Purchase,18,6,0,0,2,671.91,13.0,464,0,CUST0408
TXN005524,2087.22,Purchase,10,1,0,0,3,4345.42,15.5,1101,0,CUST0411
TXN005525,1707.19,Withdrawal,6,6,0,0,2,935.74,5.3,1736,0,CUST0246
TXN005526,5022.26,Transfer,14,3,0,1,3,1119.53,2.1,801,0,CUST0334
TXN005527,532.07,Transfer,21,4,0,0,2,11917.07,6.8,177,0,CUST0488
TXN005528,1380.4,Purchase,15,3,0,0,3,541.72,6.7,870,0,CUST0258
TXN005529,568.75,Payment,22,3,0,0,3,1491.18,1.8,639,0,CUST0395
TXN005530,3782.87,Transfer,12,6,0,0,1,1171.35,6.7,3103,0,CUST0352
TXN005531,4248.84,Payment,18,2,0,0,1,892.03,2.9,1441,0,CUST0261
TXN005532,4002.2,Purchase,13,6,0,0,3,4012.0,0.1,716,0,CUST0090
TXN005533,4845.13,Withdrawal,10,0,0,0,2,441.61,2.3,1593,0,CUST0294
TXN005534,3724.45,Transfer,20,6,0,0,4,2607.88,3.3,703,0,CUST0263
TXN005535,2338.75,Transfer,17,2,0,0,0,4346.42,2.6,2318,0,CUST0099
TXN005536,2661.93,Transfer,16,0,0,0,1,1229.03,1.8,2816,0,CUST0092
TXN005537,811.2,Transfer,19,0,0,0,5,4252.5,3.9,2991,0,CUST0460
TXN005538,2567.35,Withdrawal,20,3,0,0,3,1495.75,8.1,216,0,CUST0409
TXN005539,2559.07,Transfer,8,3,0,0,1,4309.26,0.1,1303,0,CUST0483
TXN005540,771.6,Purchase,6,4,0,0,3,2414.06,3.9,3145,0,CUST0479
TXN005541,317.6,Payment,8,6,0,0,4,1562.45,2.9,1497,0,CUST0142
TXN005542,3840.73,Payment,13,0,0,0,3,808.73,5.3,2482,0,CUST0234
TXN005543,3430.56,Purchase,7,6,0,0,4,1568.96,2.7,875,0,CUST0057
TXN005544,427.96,Payment,19,6,0,0,1,743.75,8.6,3550,0,CUST0158
TXN005545,4516.09,Withdrawal,12,1,0,0,2,407.96,8.0,1796,0,CUST0167
TXN005546,3085.61,Withdrawal,13,2,0,0,4,9830.76,2.1,2398,0,CUST0441
TXN005547,378.11,Payment,23,2,0,0,2,2257.97,3.9,3415,0,CUST0022
TXN005548,7986.26,Transfer,17,0,0,0,2,4207.43,0.7,3646,0,CUST0317
TXN005549,2135.58,Payment,9,3,0,0,3,523.24,6.5,3170,0,CUST0289
TXN005550,4223.55,Transfer,14,2,0,0,0,1974.47,2.3,718,0,CUST0128
TXN005551,412.08,Transfer,8,3,0,1,0,4621.95,15.4,1783,0,CUST0437
TXN005552,650.15,Purchase,12,6,0,0,2,1232.84,2.5,2275,0,CUST0158
TXN005553,826.13,Purchase,14,1,0,0,3,6484.26,6.3,2520,0,CUST0044
TXN005554,853.44,Payment,7,1,0,0,4,5522.28,9.8,2383,0,CUST0088
TXN005555,2033.65,Transfer,12,1,0,0,1,1966.85,6.9,552,0,CUST0316
TXN005556,6111.69,Transfer,14,0,0,0,4,3110.04,0.5,3447,0,CUST0215
TXN005557,4342.34,Purchase,7,0,0,0,3,2307.8,1.3,697,0,CUST0264
TXN005558,2049.24,Transfer,17,0,0,0,1,983.68,4.3,3377,0,CUST0129
TXN005559,5909.15,Transfer,21,0,0,0,2,1067.88,3.1,355,0,CUST0051
TXN005560,5946.33,Withdrawal,12,6,0,0,1,4560.97,1.2,132,0,CUST0432
TXN005561,287.07,Transfer,19,3,0,0,2,1831.65,3.9,1753,0,CUST0112
TXN005562,235.54,Withdrawal,10,3,0,0,1,1029.8,1.4,802,0,CUST0319
TXN005563,456.85,Purchase,12,1,0,0,3,1704.51,0.0,716,0,CUST0197
TXN005564,910.46,Withdrawal,8,3,0,0,6,2726.1,2.2,3228,0,CUST0077
TXN005565,2871.2,Transfer,12,5,0,0,1,4460.62,3.1,1941,0,CUST0056
TXN005566,8105.31,Transfer,17,1,1,0,3,1270.39,1.9,1745,0,CUST0160
TXN005567,2142.54,Transfer,19,1,0,0,2,1065.77,4.2,2090,0,CUST0089
TXN005568,1121.21,Transfer,11,4,0,0,1,2946.16,0.9,2997,0,CUST0424
TXN005569,15413.62,Transfer,11,0,0,0,1,3240.48,8.9,2467,0,CUST0179
TXN005570,4106.39,Transfer,13,5,0,0,4,2295.13,3.4,2529,0,CUST0473
TXN005571,2397.15,Purchase,12,2,0,0,2,7472.18,1.8,2441,0,CUST0061
TXN005572,2638.71,Withdrawal,8,1,0,0,3,774.28,3.1,173,0,CUST0299
TXN005573,1347.54,Payment,16,5,0,0,2,5254.13,4.8,2666,0,CUST0180
TXN005574,2908.61,Transfer,18,5,0,0,3,1306.46,5.5,304,0,CUST0238
TXN005575,1384.85,Withdrawal,17,3,0,0,1,11278.91,2.0,1233,0,CUST0244
TXN005576,2657.97,Purchase,11,0,0,0,4,881.51,6.0,1681,0,CUST0134
TXN005577,3459.51,Transfer,9,4,0,0,2,1061.45,1.1,2707,0,CUST0204
TXN005578,3618.89,Transfer,16,2,0,0,1,759.91,2.3,760,0,CUST0400
TXN005579,1183.36,Transfer,15,0,0,0,2,228.83,0.9,2419,0,CUST0426
TXN005580,1990.46,Payment,14,3,0,0,1,1293.75,2.4,451,0,CUST0282
TXN005581,1097.24,Withdrawal,19,4,0,0,0,4943.03,3.4,3357,0,CUST0060
TXN005582,14472.6,Transfer,4,4,1,1,5,889.25,21.7,132,1,CUST0381
TXN005583,7500.67,Withdrawal,13,4,0,0,2,865.33,2.8,1629,0,CUST0427
TXN005584,1569.23,Purchase,21,5,0,0,2,488.61,7.4,2570,0,CUST0437
TXN005585,14062.22,Purchase,19,3,0,0,3,3476.41,4.4,259,0,CUST0474
TXN005586,1414.11,Purchase,16,3,0,0,3,1445.94,4.8,1056,0,CUST0371
TXN005587,804.85,Withdrawal,10,4,0,0,5,9446.49,1.6,2874,0,CUST0086
TXN005588,1954.95,Payment,16,4,0,0,3,1430.0,0.1,2647,0,CUST0347
TXN005589,1743.08,Transfer,16,6,0,0,6,1929.12,2.4,1629,0,CUST0272
TXN005590,2761.69,Transfer,13,0,0,0,2,833.94,0.6,3096,0,CUST0329
TXN005591,3987.95,Withdrawal,18,0,0,0,1,647.77,7.0,61,0,CUST0332
TXN005592,6453.34,Withdrawal,18,0,0,0,1,786.15,5.5,2622,0,CUST0181
TXN005593,2414.35,Withdrawal,16,0,0,0,1,2014.21,6.0,3248,0,CUST0451
TXN005594,868.67,Purchase,12,5,0,0,3,8161.54,1.7,3061,0,CUST0206
TXN005595,1339.26,Transfer,13,5,0,0,1,8004.97,4.5,880,0,CUST0462
TXN005596,1957.84,Transfer,13,5,0,0,3,4654.16,0.1,1016,0,CUST0147
TXN005597,1018.82,Payment,16,6,0,0,4,1309.02,0.4,2029,0,CUST0215
TXN005598,11405.1,Purchase,18,0,0,0,3,2674.41,18.0,2873,0,CUST0281
TXN005599,8339.41,Transfer,16,1,0,0,2,3829.23,11.9,864,0,CUST0276
TXN005600,1557.04,Transfer,19,1,0,0,2,986.97,6.1,1881,0,CUST0436
TXN005601,720.95,Transfer,16,3,0,0,4,1274.9,5.2,1607,0,CUST0010
TXN005602,2306.47,Purchase,16,1,0,0,3,3049.81,11.2,514,0,CUST0149
TXN005603,2204.8,Payment,9,6,0,0,0,4596.9,1.3,69,0,CUST0135
TXN005604,329.92,Withdrawal,2,4,0,0,4,8253.51,3.2,3308,0,CUST0078
TXN005605,2086.88,Payment,18,4,0,1,2,2736.8,4.4,3341,0,CUST0189
TXN005606,4556.32,Withdrawal,17,5,0,0,3,1130.06,1.1,3426,0,CUST0073
TXN005607,598.04,Purchase,18,6,1,0,0,3681.74,5.6,453,0,CUST0033
TXN005608,412.03,Payment,10,3,0,0,2,1839.25,5.4,2142,0,CUST0001
TXN005609,5985.94,Transfer,17,6,0,0,5,977.67,0.9,2505,0,CUST0054
TXN005610,1877.95,Purchase,19,5,0,0,1,1934.14,0.6,2873,0,CUST0208
TXN005611,6448.19,Purchase,10,2,0,0,1,1726.35,0.8,1172,0,CUST0438
TXN005612,8711.49,Transfer,12,0,0,0,2,2723.43,1.1,1725,0,CUST0228
TXN005613,502.92,Payment,13,5,0,0,4,346.59,1.3,2858,0,CUST0379
TXN005614,771.5,Payment,6,3,0,1,4,2517.24,2.7,1834,0,CUST0171
TXN005615,2957.19,Withdrawal,16,2,0,0,3,656.63,12.1,2367,0,CUST0075
TXN005616,1506.33,Payment,20,0,0,0,1,1388.52,18.6,1172,0,CUST0408
TXN005617,490.55,Transfer,22,3,0,0,4,467.78,6.5,3188,0,CUST0197
TXN005618,962.9,Transfer,17,5,0,0,3,1344.72,2.5,316,0,CUST0371
TXN005619,5923.81,Withdrawal,11,1,0,0,1,538.27,1.7,590,0,CUST0453
TXN005620,1128.54,Transfer,16,1,0,0,2,2412.58,2.4,354,0,CUST0154
TXN005621,3942.86,Payment,17,3,0,0,0,1787.04,0.0,3205,0,CUST0254
TXN005622,1413.27,Payment,11,1,0,0,0,6838.46,11.8,2575,0,CUST0458
TXN005623,985.65,Transfer,15,4,0,0,2,3306.15,4.5,2177,0,CUST0016
TXN005624,2187.47,Transfer,10,4,0,0,1,4534.11,2.7,1508,0,CUST0123
TXN005625,870.48,Purchase,16,6,0,0,4,870.96,5.2,3517,0,CUST0350
TXN005626,562.4,Withdrawal,6,0,0,0,4,1812.78,7.8,661,0,CUST0298
TXN005627,1394.37,Payment,19,3,0,0,2,2202.53,0.2,445,0,CUST0326
TXN005628,887.61,Payment,10,3,0,0,3,1234.24,18.4,1821,0,CUST0214
TXN005629,594.47,Transfer,8,3,1,0,1,6108.21,7.4,223,0,CUST0385
TXN005630,444.27,Transfer,8,5,0,0,0,10071.08,1.8,536,0,CUST0184
TXN005631,1937.02,Payment,11,4,0,0,4,6434.93,0.3,1612,0,CUST0128
TXN005632,4366.16,Purchase,17,3,0,0,3,2028.64,9.0,1795,0,CUST0126
TXN005633,764.11,Payment,22,4,0,0,2,1343.17,2.7,1412,0,CUST0274
TXN005634,1260.21,Payment,17,5,0,0,4,3827.21,7.1,2376,0,CUST0209
TXN005635,2366.8,Payment,14,3,0,0,2,379.91,3.5,2466,0,CUST0402
TXN005636,4313.94,Payment,18,5,0,0,4,4705.16,2.2,1778,0,CUST0247
TXN005637,16836.43,Transfer,10,2,0,0,5,1702.5,2.3,235,0,CUST0227
TXN005638,10259.55,Purchase,10,1,0,0,3,2012.9,0.5,1857,0,CUST0147
TXN005639,1542.97,Transfer,14,5,0,0,2,2649.88,3.6,2332,0,CUST0457
TXN005640,3671.31,Transfer,12,5,0,0,4,696.66,8.1,1877,0,CUST0142
TXN005641,356.6,Purchase,18,4,0,0,3,653.7,0.2,1689,0,CUST0314
TXN005642,13933.84,Transfer,15,5,0,0,3,911.55,25.1,2626,0,CUST0039
TXN005643,1058.07,Payment,19,0,0,0,3,1920.54,7.2,495,0,CUST0329
TXN005644,3293.08,Payment,15,2,0,0,5,2024.97,6.7,1959,0,CUST0455
TXN005645,316.64,Payment,10,2,0,0,0,1304.1,16.3,1205,0,CUST0273
TXN005646,1496.65,Payment,11,4,0,0,3,1530.47,5.1,1549,0,CUST0388
TXN005647,1867.18,Purchase,10,1,0,0,3,1358.16,3.6,1070,0,CUST0068
TXN005648,3226.95,Purchase,15,2,0,0,2,2025.78,5.4,2977,0,CUST0182
TXN005649,208.09,Transfer,17,3,0,0,1,882.62,8.8,1246,0,CUST0473
TXN005650,11903.48,Payment,0,3,0,0,0,1239.18,2.7,922,0,CUST0423
TXN005651,1565.42,Transfer,17,6,0,0,3,1066.79,10.9,2092,0,CUST0397
TXN005652,781.98,Payment,13,3,0,0,1,1406.57,17.4,1309,0,CUST0235
TXN005653,1422.89,Withdrawal,13,3,1,0,0,1431.71,16.9,60,0,CUST0051
TXN005654,1474.87,Purchase,16,1,0,0,4,1046.01,2.3,3404,0,CUST0488
TXN005655,5805.31,Withdrawal,14,1,0,0,3,1117.99,0.7,1144,0,CUST0462
TXN005656,42205.06,Transfer,16,4,0,1,10,544.67,10.0,237,1,CUST0384
TXN005657,1336.13,Payment,15,1,0,0,2,907.77,2.2,3378,0,CUST0422
TXN005658,1587.54,Transfer,9,1,0,0,4,1026.64,0.4,1214,0,CUST0192
TXN005659,1646.43,Transfer,7,6,0,1,3,996.75,13.3,2920,0,CUST0438
TXN005660,332.86,Withdrawal,17,5,0,0,1,384.08,3.9,3311,0,CUST0411
TXN005661,461.19,Withdrawal,15,5,0,0,3,1808.35,0.1,1331,0,CUST0182
TXN005662,1591.53,Transfer,18,0,0,0,2,1944.03,0.3,2537,0,CUST0310
TXN005663,6344.54,Payment,17,6,0,1,1,2182.52,3.9,376,0,CUST0331
TXN005664,2652.26,Transfer,16,4,0,0,0,4465.06,0.4,554,0,CUST0327
TXN005665,1120.09,Transfer,9,0,0,0,0,3676.63,2.2,684,0,CUST0156
TXN005666,777.98,Payment,10,1,0,0,1,4086.35,5.8,1653,0,CUST0336
TXN005667,3809.11,Transfer,16,5,0,0,1,1592.48,3.1,3003,0,CUST0476
TXN005668,1110.76,Payment,12,2,0,1,8,826.88,2.3,1636,0,CUST0159
TXN005669,4092.2,Purchase,18,2,0,0,3,1449.86,7.6,781,0,CUST0445
TXN005670,2545.56,Transfer,13,0,0,0,5,1732.08,6.1,318,0,CUST0214
TXN005671,423.72,Payment,17,2,0,0,2,1450.16,1.8,455,0,CUST0056
TXN005672,2861.19,Transfer,17,6,0,0,2,2119.42,2.1,698,0,CUST0009
TXN005673,5286.59,Withdrawal,14,6,0,0,1,1436.45,1.0,515,0,CUST0421
TXN005674,2322.72,Payment,23,2,0,0,0,1919.66,1.3,2549,0,CUST0351
TXN005675,1643.42,Payment,12,2,0,0,4,6111.01,1.6,2149,0,CUST0250
TXN005676,6445.03,Withdrawal,9,5,0,0,1,2487.66,4.1,2056,0,CUST0479
TXN005677,1087.74,Transfer,10,1,0,0,4,918.31,1.2,3572,0,CUST0469
TXN005678,2512.68,Withdrawal,8,0,0,0,2,675.84,15.1,2630,0,CUST0184
TXN005679,5108.22,Payment,10,0,0,0,2,471.4,1.2,257,0,CUST0325
TXN005680,2206.03,Purchase,15,0,0,0,2,1229.17,2.9,2291,0,CUST0302
TXN005681,3627.02,Purchase,15,4,0,0,2,6247.32,6.0,622,0,CUST0147
TXN005682,755.22,Purchase,20,6,0,0,1,923.6,4.8,3056,0,CUST0213
TXN005683,25387.49,Payment,15,5,0,0,3,498.68,7.4,2083,0,CUST0350
TXN005684,391.07,Purchase,17,5,0,0,1,14246.48,10.6,3042,0,CUST0357
TXN005685,1304.25,Payment,7,6,0,0,3,8626.81,0.5,254,0,CUST0333
TXN005686,447.74,Payment,13,2,0,0,1,3064.64,6.8,472,0,CUST0499
TXN005687,3404.77,Transfer,11,5,0,0,1,651.15,3.7,3209,0,CUST0435
TXN005688,1050.04,Payment,12,2,0,0,5,4034.52,1.1,2243,0,CUST0065
TXN005689,3320.76,Withdrawal,12,5,0,0,4,400.88,0.1,384,0,CUST0134
TXN005690,5782.4,Payment,10,3,0,0,3,2160.21,2.4,3623,0,CUST0300
TXN005691,3412.94,Transfer,15,4,1,0,8,487.58,5.7,2278,0,CUST0339
TXN005692,2227.18,Purchase,6,0,0,0,4,954.53,0.7,532,0,CUST0023
TXN005693,3646.4,Withdrawal,17,6,0,0,2,5402.8,14.9,3448,0,CUST0316
TXN005694,1642.54,Transfer,11,4,0,0,3,2002.1,22.6,3596,0,CUST0478
TXN005695,4201.12,Payment,9,0,0,0,2,4323.51,0.7,562,0,CUST0403
TXN005696,1511.34,Transfer,21,5,0,0,5,2149.62,11.8,1099,0,CUST0191
TXN005697,5982.37,Purchase,6,2,0,0,1,1995.97,6.1,58,0,CUST0398
TXN005698,904.68,Transfer,17,4,1,0,2,2966.5,1.4,1835,0,CUST0327
TXN005699,1497.28,Transfer,9,4,0,0,2,488.84,13.6,619,0,CUST0241
TXN005700,1331.94,Purchase,11,1,0,0,4,1978.45,11.2,448,0,CUST0493
TXN005701,1612.34,Purchase,11,6,0,0,1,2399.43,1.0,3473,0,CUST0330
TXN005702,1463.92,Payment,19,2,0,0,0,2180.04,2.8,614,0,CUST0480
TXN005703,288.96,Transfer,10,1,0,0,1,4887.25,3.5,69,0,CUST0398
TXN005704,6185.67,Payment,10,5,0,0,4,4105.74,5.4,2962,0,CUST0435
TXN005705,2319.97,Payment,16,5,0,0,4,4542.18,13.0,3281,0,CUST0296
TXN005706,2740.31,Payment,8,4,0,0,2,763.82,4.8,1106,0,CUST0017
TXN005707,4134.75,Transfer,9,5,0,0,3,6004.27,7.0,2819,0,CUST0442
TXN005708,2429.67,Payment,8,5,1,0,1,3769.6,9.8,969,0,CUST0254
TXN005709,578.92,Transfer,20,0,0,0,3,1311.31,6.4,2649,0,CUST0167
TXN005710,4363.64,Payment,14,3,0,0,0,769.48,7.2,1798,0,CUST0078
TXN005711,1460.51,Transfer,14,5,1,0,2,10466.25,7.9,93,0,CUST0130
TXN005712,249.81,Payment,14,0,0,0,3,1475.35,1.8,752,0,CUST0045
TXN005713,7925.92,Withdrawal,13,6,0,0,2,2678.15,3.2,1155,0,CUST0077
TXN005714,2361.5,Withdrawal,9,6,0,0,5,2889.06,1.2,1485,0,CUST0190
TXN005715,843.76,Purchase,16,1,0,1,4,1987.4,2.6,1662,0,CUST0381
TXN005716,6708.71,Purchase,16,1,0,0,5,1758.95,4.5,1760,0,CUST0379
TXN005717,734.6,Purchase,13,1,0,0,4,1767.84,0.2,2655,0,CUST0269
TXN005718,1226.01,Purchase,12,4,0,0,3,12051.4,1.9,813,0,CUST0425
TXN005719,2375.87,Purchase,10,5,0,0,3,447.12,2.9,360,0,CUST0440
TXN005720,524.36,Withdrawal,17,6,0,0,3,3804.15,1.6,3437,0,CUST0405
TXN005721,984.72,Payment,9,5,0,0,0,355.49,4.5,2756,0,CUST0283
TXN005722,1443.04,Payment,7,0,0,0,2,1586.34,0.6,2100,0,CUST0286
TXN005723,8071.09,Transfer,0,0,0,0,1,5069.68,2.5,3591,0,CUST0159
TXN005724,11482.84,Payment,13,0,0,0,2,4502.48,5.5,1966,0,CUST0024
TXN005725,4433.03,Transfer,11,1,0,0,1,1319.55,1.1,707,0,CUST0239
TXN005726,3324.71,Withdrawal,8,6,0,0,6,614.91,4.3,873,0,CUST0179
TXN005727,313.44,Withdrawal,20,4,0,1,0,1821.87,9.6,999,0,CUST0348
TXN005728,1151.19,Transfer,17,4,0,0,4,100.0,1.9,3235,0,CUST0330
TXN005729,697.9,Payment,16,3,0,0,5,324.74,8.0,2297,0,CUST0110
TXN005730,2575.43,Payment,9,0,0,0,3,1214.61,1.6,1985,0,CUST0349
TXN005731,1530.25,Withdrawal,11,1,0,0,5,1277.84,1.7,818,0,CUST0162
TXN005732,2455.62,Purchase,11,1,0,0,2,1512.38,3.2,624,0,CUST0019
TXN005733,774.61,Transfer,17,0,0,0,5,1866.33,0.6,1466,0,CUST0273
TXN005734,856.23,Purchase,14,2,0,0,5,1714.37,7.1,733,0,CUST0437
TXN005735,3490.37,Purchase,11,0,0,0,2,2901.65,11.2,86,0,CUST0418
TXN005736,40534.9,Withdrawal,12,3,0,0,2,4561.44,10.4,2868,0,CUST0398
TXN005737,2803.37,Purchase,10,4,0,0,5,2529.61,1.9,2995,0,CUST0412
TXN005738,7453.3,Transfer,17,4,0,0,2,2120.94,11.3,1527,0,CUST0011
TXN005739,1101.16,Purchase,10,5,0,0,1,1145.51,3.9,2789,0,CUST0118
TXN005740,968.25,Transfer,14,6,0,0,3,5443.11,2.9,46,0,CUST0422
TXN005741,807.24,Purchase,17,3,0,0,2,4589.85,4.8,1944,0,CUST0488
TXN005742,15598.48,Purchase,10,1,0,0,1,1279.98,8.6,3351,0,CUST0305
TXN005743,9553.3,Purchase,10,3,0,0,3,518.98,11.5,1390,0,CUST0310
TXN005744,4848.27,Transfer,10,0,0,0,3,1568.72,13.6,1461,0,CUST0391
TXN005745,431.32,Transfer,18,6,0,0,5,1243.75,4.2,1335,0,CUST0146
TXN005746,9651.92,Transfer,5,1,0,1,9,1619.94,97.0,362,1,CUST0417
TXN005747,5796.39,Purchase,8,2,0,0,2,1270.17,6.7,60,0,CUST0446
TXN005748,410.35,Transfer,7,0,0,0,3,1603.03,7.7,2540,0,CUST0011
TXN005749,2083.07,Withdrawal,18,2,0,0,3,8417.42,0.5,1831,0,CUST0489
TXN005750,2231.65,Payment,12,3,0,0,2,1006.59,1.5,2722,0,CUST0177
TXN005751,5002.34,Transfer,20,2,0,0,5,1654.79,9.0,652,0,CUST0468
TXN005752,287.13,Transfer,17,2,0,0,1,2875.76,4.4,3363,0,CUST0234
TXN005753,2305.59,Payment,9,6,0,1,1,2110.33,7.5,3321,0,CUST0487
TXN005754,206.5,Purchase,12,4,0,0,3,1698.78,0.4,2525,0,CUST0314
TXN005755,932.64,Payment,21,1,0,0,3,1999.78,0.4,368,0,CUST0055
TXN005756,5276.83,Transfer,20,6,0,0,2,1522.93,1.9,3223,0,CUST0402
TXN005757,276.84,Withdrawal,19,1,0,0,2,9992.39,1.4,563,0,CUST0362
TXN005758,649.25,Purchase,20,2,0,0,1,4358.09,4.9,1965,0,CUST0050
TXN005759,668.86,Withdrawal,15,5,0,0,2,4234.19,14.1,1121,0,CUST0187
TXN005760,1200.74,Transfer,16,3,0,0,4,818.73,2.3,1692,0,CUST0015
TXN005761,1068.62,Payment,15,2,0,0,2,613.45,0.1,2205,0,CUST0355
TXN005762,1376.18,Purchase,17,1,0,0,4,908.17,1.5,3302,0,CUST0388
TXN005763,1380.29,Payment,16,1,0,0,1,1736.42,2.0,3648,0,CUST0422
TXN005764,2468.36,Purchase,13,3,0,0,4,2453.85,2.2,1821,0,CUST0121
TXN005765,318.05,Purchase,20,0,0,0,1,495.3,2.3,2267,0,CUST0192
TXN005766,2436.83,Payment,10,4,0,0,4,1008.98,3.4,3268,0,CUST0227
TXN005767,2374.72,Payment,17,3,0,0,2,891.57,1.9,2791,0,CUST0174
TXN005768,888.79,Payment,8,5,0,0,2,926.8,2.1,510,0,CUST0103
TXN005769,2264.95,Purchase,7,4,0,0,5,1368.41,17.7,2650,0,CUST0364
TXN005770,3950.1,Transfer,15,2,0,0,3,2057.27,2.3,2843,0,CUST0383
TXN005771,14245.84,Purchase,20,2,0,0,6,1089.03,0.7,2103,0,CUST0382
TXN005772,4733.89,Payment,8,4,0,0,3,926.94,2.2,2916,0,CUST0299
TXN005773,1110.2,Payment,9,1,0,0,3,893.92,2.4,478,0,CUST0063
TXN005774,116.85,Withdrawal,10,6,0,0,1,1605.46,12.5,940,0,CUST0220
TXN005775,2472.86,Payment,15,4,0,0,4,5859.97,3.5,2750,0,CUST0422
TXN005776,2050.63,Payment,21,6,0,0,2,1063.77,4.6,2783,0,CUST0216
TXN005777,666.27,Transfer,18,3,0,0,3,3925.45,0.5,2993,0,CUST0134
TXN005778,241.27,Payment,15,5,0,0,0,917.26,1.0,91,0,CUST0030
TXN005779,854.77,Transfer,9,2,0,0,1,2352.21,10.0,292,0,CUST0354
TXN005780,3849.37,Transfer,1,0,0,0,2,1613.87,3.0,2755,0,CUST0377
TXN005781,680.24,Payment,9,1,0,0,1,3788.81,7.5,112,0,CUST0197
TXN005782,5120.23,Purchase,15,5,0,0,4,876.04,23.7,994,0,CUST0267
TXN005783,1787.34,Transfer,18,4,0,0,4,733.54,4.4,710,0,CUST0329
TXN005784,962.51,Transfer,16,3,0,0,3,855.66,1.6,2725,0,CUST0397
TXN005785,4572.61,Transfer,15,5,0,0,2,525.34,1.8,2770,0,CUST0384
TXN005786,3708.63,Withdrawal,14,1,0,0,3,6014.54,0.7,882,0,CUST0188
TXN005787,568.43,Transfer,13,6,0,0,4,2984.16,2.9,294,0,CUST0145
TXN005788,808.91,Withdrawal,19,3,0,0,1,1500.81,1.9,456,0,CUST0366
TXN005789,18838.43,Transfer,16,1,0,0,1,1724.47,0.5,3437,0,CUST0363
TXN005790,1026.29,Transfer,8,6,0,0,2,8505.77,11.3,2442,0,CUST0183
TXN005791,882.7,Transfer,11,1,0,0,2,2364.12,1.6,116,0,CUST0376
TXN005792,5612.8,Purchase,23,1,0,0,3,5972.48,13.1,3415,0,CUST0136
TXN005793,1890.05,Payment,19,0,0,0,3,3128.3,0.2,3306,0,CUST0115
TXN005794,1168.22,Purchase,9,2,0,0,6,2025.53,1.3,1788,0,CUST0219
TXN005795,1840.17,Transfer,12,0,0,0,5,662.63,2.2,1190,0,CUST0130
TXN005796,3136.98,Purchase,12,1,0,0,3,3296.07,5.1,612,0,CUST0403
TXN005797,375.72,Purchase,13,4,0,0,3,805.71,0.9,879,0,CUST0231
TXN005798,2587.23,Transfer,9,3,1,0,4,2452.17,1.6,396,0,CUST0223
TXN005799,1685.43,Payment,15,6,0,0,2,4778.62,5.6,2394,0,CUST0307
TXN005800,11094.85,Withdrawal,7,2,1,1,3,761.86,32.5,33,1,CUST0315
TXN005801,1834.8,Payment,8,2,0,0,2,2151.64,6.3,2721,0,CUST0491
TXN005802,1504.4,Payment,8,5,0,1,3,1376.46,5.7,1667,0,CUST0022
TXN005803,499.7,Transfer,16,4,0,0,1,612.47,2.5,2302,0,CUST0139
TXN005804,2281.95,Payment,11,3,0,0,0,2150.73,6.3,3382,0,CUST0462
