age,annual_income,employment_type,employment_stability_years,credit_score,existing_loans_count,existing_monthly_debt,requested_loan_amount,loan_tenure_months,dependents,savings_balance,risk_label,approved
35,575000.0,Business,16.9,641,5,24822.0,2297000.0,120,1,312683.0,MEDIUM,1
23,591000.0,Self-Employed,1.3,531,1,4855.0,961000.0,120,1,498613.0,LOW,1
56,232000.0,Salaried,26.0,759,1,1279.0,892000.0,120,1,225834.0,LOW,1
24,875000.0,Salaried,1.6,605,3,21056.0,2765000.0,12,0,703029.0,MEDIUM,1
34,624000.0,Self-Employed,16.0,591,1,5753.0,1137000.0,60,4,471572.0,MEDIUM,0
61,839000.0,Salaried,9.4,676,0,0.0,619000.0,48,1,493982.0,MEDIUM,0
61,174000.0,Salaried,6.9,704,1,560.0,205000.0,84,3,91239.0,LOW,1
45,651000.0,Salaried,12.9,637,2,3159.0,1816000.0,12,4,189291.0,MEDIUM,0
30,265000.0,Salaried,12.0,636,0,0.0,893000.0,24,2,133070.0,MEDIUM,1
41,426000.0,Salaried,5.6,648,1,3621.0,1672000.0,60,1,23979.0,HIGH,0
56,745000.0,Business,20.4,793,1,4198.0,588000.0,48,3,124409.0,LOW,1
32,571000.0,Business,11.8,679,0,0.0,501000.0,60,0,197702.0,MEDIUM,0
47,324000.0,Salaried,23.9,602,2,5806.0,148000.0,36,4,112814.0,MEDIUM,1
60,542000.0,Salaried,1.1,603,1,6190.0,685000.0,60,1,381081.0,MEDIUM,0
22,216000.0,Business,3.5,659,2,415.0,721000.0,84,1,46398.0,MEDIUM,0
33,1078000.0,Salaried,15.0,699,1,6861.0,1114000.0,120,0,993445.0,LOW,0
52,478000.0,Salaried,28.2,718,0,0.0,1112000.0,60,4,456008.0,LOW,1
51,1057000.0,Salaried,21.4,689,1,2742.0,2063000.0,36,3,718081.0,LOW,1
36,394000.0,Salaried,18.0,612,0,0.0,593000.0,36,2,199527.0,LOW,1
52,395000.0,Business,27.1,646,0,0.0,1022000.0,36,4,202271.0,MEDIUM,1
52,342000.0,Business,20.3,738,2,6791.0,738000.0,84,4,182998.0,LOW,1
54,914000.0,Salaried,8.7,588,2,11278.0,1406000.0,84,1,103724.0,MEDIUM,0
31,353000.0,Salaried,13.0,642,0,0.0,1006000.0,60,3,246844.0,MEDIUM,0
30,796000.0,Salaried,12.0,727,2,8575.0,1063000.0,36,3,563598.0,MEDIUM,1
35,430000.0,Salaried,12.7,750,5,6143.0,1152000.0,12,2,25848.0,MEDIUM,0
37,165000.0,Freelance,19.0,664,0,0.0,634000.0,24,0,41121.0,MEDIUM,1
60,384000.0,Self-Employed,26.0,647,1,1525.0,1151000.0,120,4,184769.0,MEDIUM,0
38,266000.0,Self-Employed,20.0,574,2,3774.0,492000.0,24,1,223659.0,MEDIUM,0
29,551000.0,Business,11.0,722,0,0.0,1689000.0,120,2,648710.0,LOW,1
45,265000.0,Business,9.8,785,2,2877.0,873000.0,36,0,261436.0,MEDIUM,0
60,942000.0,Business,12.7,885,5,53211.0,1418000.0,48,1,1051890.0,MEDIUM,0
34,512000.0,Salaried,3.3,710,0,0.0,1489000.0,120,2,259885.0,LOW,1
45,486000.0,Salaried,7.4,675,3,6593.0,927000.0,60,1,314653.0,MEDIUM,1
42,801000.0,Self-Employed,24.0,606,1,1542.0,2666000.0,24,2,203969.0,MEDIUM,0
50,964000.0,Salaried,10.8,529,0,0.0,1343000.0,84,0,612534.0,MEDIUM,0
40,534000.0,Freelance,18.6,694,1,2184.0,2013000.0,84,1,55449.0,MEDIUM,1
41,340000.0,Self-Employed,20.0,868,0,0.0,825000.0,120,2,214388.0,LOW,1
64,186000.0,Freelance,23.5,781,1,1154.0,299000.0,12,4,201098.0,LOW,1
52,358000.0,Salaried,5.5,769,0,0.0,663000.0,48,2,446071.0,LOW,1
41,373000.0,Business,9.1,699,2,6540.0,592000.0,48,2,302666.0,MEDIUM,0
55,576000.0,Salaried,13.5,708,1,1809.0,484000.0,12,5,150200.0,MEDIUM,0
52,439000.0,Freelance,10.9,486,1,4304.0,243000.0,60,3,199286.0,LOW,1
50,816000.0,Salaried,29.5,741,0,0.0,1216000.0,60,0,573407.0,LOW,1
59,374000.0,Self-Employed,25.0,633,1,2797.0,747000.0,36,4,373466.0,MEDIUM,1
32,522000.0,Business,14.0,623,0,0.0,855000.0,120,3,448089.0,LOW,1
61,1100000.0,Salaried,26.4,654,2,21531.0,387000.0,12,1,94953.0,LOW,1
38,663000.0,Self-Employed,10.4,651,0,0.0,1619000.0,12,0,173641.0,MEDIUM,1
41,521000.0,Freelance,23.0,622,2,11803.0,435000.0,84,3,447346.0,LOW,1
33,377000.0,Salaried,6.7,681,1,2829.0,407000.0,120,2,409811.0,LOW,1
41,370000.0,Self-Employed,23.0,635,2,4821.0,276000.0,12,1,121995.0,MEDIUM,0
28,324000.0,Salaried,10.0,688,1,1443.0,721000.0,36,2,256437.0,MEDIUM,0
60,391000.0,Business,3.2,561,1,4315.0,255000.0,24,2,117308.0,MEDIUM,1
27,850000.0,Self-Employed,8.2,662,2,2608.0,1061000.0,60,1,67287.0,LOW,1
43,473000.0,Salaried,12.1,592,1,2800.0,932000.0,120,2,379626.0,LOW,1
64,240000.0,Salaried,22.5,628,3,4837.0,221000.0,36,2,183719.0,LOW,1
52,1561000.0,Self-Employed,2.2,691,2,21649.0,3046000.0,120,2,150250.0,MEDIUM,1
31,655000.0,Salaried,13.0,551,1,5337.0,1027000.0,120,2,101317.0,MEDIUM,1
42,232000.0,Salaried,21.5,614,3,4400.0,808000.0,120,0,231779.0,MEDIUM,1
42,415000.0,Self-Employed,19.6,725,3,3997.0,1345000.0,36,1,328158.0,MEDIUM,0
63,578000.0,Salaried,22.8,566,1,6191.0,2297000.0,84,1,427075.0,MEDIUM,1
45,1503000.0,Salaried,5.3,822,0,0.0,3392000.0,36,0,838189.0,LOW,1
42,278000.0,Self-Employed,17.6,776,2,5964.0,675000.0,84,2,190573.0,LOW,1
48,971000.0,Salaried,28.2,640,1,3350.0,3692000.0,84,3,641848.0,MEDIUM,0
49,1251000.0,Salaried,18.3,617,1,9962.0,2225000.0,120,3,1021249.0,LOW,1
33,371000.0,Salaried,15.0,696,2,6624.0,874000.0,12,2,153059.0,LOW,1
38,457000.0,Self-Employed,20.0,564,2,4380.0,778000.0,36,2,284742.0,MEDIUM,0
22,290000.0,Self-Employed,0.6,519,2,5889.0,673000.0,24,0,189239.0,HIGH,0
49,478000.0,Business,21.0,643,2,30.0,286000.0,120,0,407453.0,LOW,1
41,529000.0,Salaried,23.0,669,0,0.0,1693000.0,48,0,299062.0,MEDIUM,0
35,803000.0,Salaried,0.3,687,0,0.0,3168000.0,36,4,444370.0,MEDIUM,0
47,1039000.0,Salaried,26.1,630,2,13867.0,564000.0,120,2,143462.0,LOW,1
51,345000.0,Salaried,6.6,781,1,2717.0,1126000.0,84,0,229274.0,LOW,1
35,166000.0,Freelance,13.7,560,2,694.0,198000.0,24,2,106944.0,MEDIUM,1
43,534000.0,Salaried,25.0,588,0,0.0,551000.0,84,2,470329.0,LOW,1
44,644000.0,Salaried,24.7,718,0,0.0,1845000.0,12,1,117450.0,MEDIUM,0
64,628000.0,Salaried,26.8,587,2,7097.0,291000.0,48,4,580026.0,LOW,1
33,444000.0,Self-Employed,15.0,583,1,1849.0,894000.0,60,2,108953.0,MEDIUM,1
42,582000.0,Self-Employed,13.4,689,1,3448.0,178000.0,60,2,133815.0,MEDIUM,0
63,1341000.0,Self-Employed,19.7,595,1,10419.0,3153000.0,12,0,186630.0,MEDIUM,0
57,679000.0,Business,11.7,669,0,0.0,1365000.0,120,0,736920.0,LOW,1
53,432000.0,Self-Employed,10.5,624,0,0.0,1593000.0,12,2,252909.0,MEDIUM,0
23,400000.0,Salaried,0.4,611,0,0.0,1186000.0,60,0,117287.0,MEDIUM,0
39,488000.0,Salaried,21.0,511,2,5953.0,374000.0,12,2,136043.0,MEDIUM,0
43,1443000.0,Self-Employed,15.0,691,3,37273.0,2326000.0,120,2,1558044.0,LOW,1
49,484000.0,Self-Employed,24.4,580,1,2098.0,1813000.0,60,1,410967.0,MEDIUM,0
50,534000.0,Self-Employed,22.4,666,0,0.0,1593000.0,12,0,216422.0,HIGH,0
59,405000.0,Self-Employed,0.6,639,2,5699.0,1012000.0,60,2,40054.0,MEDIUM,0
64,1045000.0,Self-Employed,18.9,663,3,11521.0,2475000.0,24,3,951580.0,LOW,0
45,1751000.0,Business,13.1,668,0,0.0,3104000.0,12,0,1757126.0,LOW,0
57,708000.0,Self-Employed,13.7,695,1,1242.0,1745000.0,60,3,681107.0,LOW,1
28,568000.0,Business,10.0,621,0,0.0,1792000.0,12,3,526332.0,LOW,1
62,552000.0,Salaried,16.4,779,0,0.0,426000.0,120,2,419585.0,LOW,0
36,150000.0,Self-Employed,18.0,532,2,2188.0,583000.0,60,2,108498.0,MEDIUM,0
28,845000.0,Freelance,10.0,661,4,7432.0,1002000.0,60,2,864519.0,LOW,1
21,586000.0,Salaried,2.9,746,2,5529.0,1147000.0,84,2,644331.0,LOW,1
64,699000.0,Business,22.6,718,5,11762.0,268000.0,84,3,496295.0,LOW,1
25,353000.0,Business,1.2,602,1,2782.0,825000.0,120,2,260778.0,MEDIUM,0
23,429000.0,Salaried,3.6,615,3,13680.0,735000.0,48,2,313816.0,MEDIUM,1
21,422000.0,Self-Employed,3.0,599,0,0.0,517000.0,120,0,332484.0,LOW,1
24,997000.0,Salaried,3.1,727,0,0.0,3935000.0,12,0,303851.0,MEDIUM,0
60,431000.0,Freelance,7.1,620,2,7209.0,812000.0,24,4,15427.0,HIGH,0
55,1885000.0,Business,29.5,700,1,707.0,3455000.0,36,0,1140749.0,LOW,1
52,700000.0,Salaried,16.3,701,1,1075.0,1409000.0,36,4,623507.0,LOW,1
62,251000.0,Salaried,19.9,869,2,596.0,183000.0,84,2,55987.0,LOW,1
54,500000.0,Self-Employed,8.4,705,1,614.0,877000.0,12,4,317707.0,LOW,1
63,365000.0,Salaried,9.7,615,2,2377.0,564000.0,84,3,123255.0,MEDIUM,0
45,150000.0,Salaried,10.1,563,1,998.0,303000.0,60,3,115187.0,MEDIUM,1
30,1411000.0,Self-Employed,12.0,657,2,4045.0,4895000.0,60,2,197514.0,MEDIUM,0
41,824000.0,Salaried,14.2,670,1,9632.0,835000.0,24,3,771370.0,LOW,1
59,744000.0,Salaried,15.5,503,1,7945.0,1896000.0,12,2,373687.0,HIGH,1
47,597000.0,Business,17.8,622,0,0.0,262000.0,36,0,557943.0,LOW,1
47,236000.0,Freelance,23.1,703,2,251.0,347000.0,24,2,255673.0,LOW,0
22,404000.0,Business,0.4,637,2,8599.0,828000.0,120,2,342452.0,MEDIUM,0
61,895000.0,Business,23.3,757,0,0.0,514000.0,12,0,610462.0,LOW,0
33,288000.0,Salaried,15.0,555,0,0.0,666000.0,12,3,44175.0,MEDIUM,1
29,150000.0,Salaried,11.0,734,1,990.0,217000.0,84,0,45582.0,MEDIUM,1
56,472000.0,Salaried,9.8,753,2,9297.0,1875000.0,84,1,256429.0,MEDIUM,1
42,496000.0,Business,12.3,756,1,318.0,1307000.0,12,2,456861.0,MEDIUM,0
62,586000.0,Freelance,6.9,554,1,556.0,705000.0,48,0,293553.0,MEDIUM,0
46,837000.0,Business,28.0,705,2,2480.0,569000.0,24,0,443257.0,LOW,1
32,792000.0,Business,14.0,626,3,27169.0,357000.0,12,2,400036.0,MEDIUM,0
37,631000.0,Self-Employed,19.0,567,0,0.0,401000.0,120,1,434149.0,LOW,1
34,1107000.0,Salaried,14.7,646,1,1386.0,3118000.0,84,3,77753.0,LOW,1
34,217000.0,Salaried,6.6,607,2,5047.0,752000.0,120,1,98806.0,MEDIUM,0
54,731000.0,Salaried,15.2,753,2,1963.0,643000.0,24,0,533212.0,LOW,1
40,787000.0,Salaried,1.2,721,0,0.0,1407000.0,36,0,562646.0,LOW,1
31,257000.0,Self-Employed,13.0,587,0,0.0,414000.0,12,2,154521.0,MEDIUM,0
36,219000.0,Salaried,18.0,622,0,0.0,588000.0,60,4,18867.0,MEDIUM,0
51,345000.0,Self-Employed,21.8,649,2,188.0,337000.0,12,3,209578.0,MEDIUM,0
26,363000.0,Self-Employed,8.0,674,2,4850.0,1389000.0,12,0,226740.0,MEDIUM,1
39,849000.0,Salaried,17.4,760,0,0.0,2543000.0,24,0,915998.0,LOW,1
57,374000.0,Self-Employed,29.9,735,1,4109.0,1434000.0,120,0,347944.0,MEDIUM,1
24,323000.0,Self-Employed,0.5,684,1,1252.0,428000.0,24,2,23020.0,MEDIUM,1
24,374000.0,Salaried,2.0,659,3,5418.0,925000.0,84,2,230151.0,MEDIUM,1
40,1057000.0,Business,17.4,538,0,0.0,3181000.0,48,0,642265.0,MEDIUM,1
30,545000.0,Self-Employed,12.0,783,1,5002.0,1597000.0,12,0,419409.0,MEDIUM,0
44,485000.0,Self-Employed,24.8,644,2,4136.0,184000.0,84,5,350601.0,LOW,0
55,506000.0,Business,30.0,804,3,2804.0,2021000.0,36,4,98471.0,MEDIUM,0
46,1173000.0,Business,17.6,695,2,21909.0,4380000.0,24,0,263633.0,MEDIUM,0
57,345000.0,Business,6.1,842,1,1975.0,256000.0,48,0,287871.0,LOW,1
58,1190000.0,Salaried,15.1,728,3,3426.0,2750000.0,120,4,1151906.0,LOW,1
41,613000.0,Salaried,21.3,565,2,12108.0,897000.0,60,2,32743.0,MEDIUM,0
60,491000.0,Salaried,23.2,630,2,7185.0,1744000.0,60,4,229565.0,HIGH,0
59,2423000.0,Salaried,0.0,666,0,0.0,6980000.0,48,2,2621985.0,LOW,1
41,287000.0,Freelance,15.2,610,0,0.0,323000.0,84,2,220345.0,LOW,1
30,437000.0,Self-Employed,7.1,649,2,5521.0,186000.0,120,1,217178.0,LOW,1
58,258000.0,Salaried,26.2,570,4,8365.0,356000.0,60,3,30490.0,MEDIUM,1
24,957000.0,Salaried,2.3,680,2,20755.0,422000.0,12,3,406060.0,MEDIUM,0
65,1489000.0,Salaried,20.0,698,3,34257.0,1225000.0,24,1,311748.0,MEDIUM,1
40,1472000.0,Self-Employed,8.0,599,1,12137.0,3906000.0,36,2,1322913.0,HIGH,0
37,1126000.0,Business,10.7,835,1,8640.0,3442000.0,60,1,1086590.0,LOW,1
27,480000.0,Business,9.0,685,2,6374.0,975000.0,12,2,464158.0,MEDIUM,0
24,434000.0,Freelance,3.8,614,2,1866.0,1094000.0,120,3,390787.0,MEDIUM,0
49,198000.0,Salaried,2.9,549,2,1662.0,174000.0,84,1,108734.0,LOW,1
34,1833000.0,Salaried,2.1,684,4,63523.0,2698000.0,24,3,81672.0,HIGH,0
23,716000.0,Salaried,1.9,659,1,3808.0,2103000.0,12,4,440727.0,MEDIUM,1
44,402000.0,Salaried,19.3,742,0,0.0,663000.0,12,1,397943.0,LOW,1
57,1199000.0,Freelance,9.8,668,3,34139.0,1907000.0,84,3,442491.0,LOW,0
36,301000.0,Self-Employed,18.0,584,0,0.0,306000.0,24,1,265139.0,LOW,1
24,690000.0,Business,3.5,813,2,11713.0,1726000.0,60,0,927088.0,MEDIUM,0
44,487000.0,Self-Employed,25.7,714,3,8934.0,1605000.0,120,0,322762.0,MEDIUM,1
54,793000.0,Salaried,24.5,659,1,3735.0,1615000.0,120,2,467599.0,LOW,1
50,520000.0,Salaried,29.6,693,3,6640.0,378000.0,60,0,394430.0,LOW,1
38,226000.0,Self-Employed,20.0,717,1,488.0,769000.0,12,4,154853.0,LOW,1
39,565000.0,Business,10.7,565,2,4721.0,319000.0,48,3,97286.0,LOW,1
51,1014000.0,Salaried,12.0,692,0,0.0,2074000.0,60,2,340278.0,MEDIUM,0
39,531000.0,Business,21.0,643,2,5807.0,672000.0,12,2,127372.0,MEDIUM,0
39,860000.0,Business,4.0,720,2,14454.0,3237000.0,84,2,105023.0,MEDIUM,0
42,289000.0,Salaried,9.4,620,1,1639.0,875000.0,36,2,49342.0,HIGH,0
44,532000.0,Business,3.6,631,2,10591.0,1275000.0,120,2,532914.0,MEDIUM,0
65,371000.0,Salaried,13.6,813,4,11867.0,1028000.0,36,1,284916.0,MEDIUM,1
32,846000.0,Self-Employed,14.0,778,2,4010.0,1921000.0,48,4,168742.0,LOW,1
50,551000.0,Business,6.3,416,4,7636.0,466000.0,84,0,260015.0,MEDIUM,1
58,818000.0,Freelance,0.8,772,1,810.0,2392000.0,12,1,515860.0,MEDIUM,0
51,1038000.0,Salaried,21.6,674,1,12271.0,2204000.0,36,2,287209.0,MEDIUM,1
56,818000.0,Salaried,0.6,623,1,9065.0,2165000.0,120,3,785173.0,MEDIUM,0
39,637000.0,Salaried,21.0,599,5,3376.0,298000.0,84,0,155233.0,LOW,1
65,297000.0,Salaried,6.6,604,0,0.0,245000.0,60,2,37236.0,LOW,0
56,539000.0,Self-Employed,19.9,625,1,6471.0,1337000.0,12,2,127528.0,LOW,1
50,392000.0,Freelance,13.0,589,1,3661.0,784000.0,48,2,342757.0,LOW,1
53,440000.0,Salaried,1.8,571,1,2705.0,501000.0,48,1,350767.0,MEDIUM,1
38,432000.0,Salaried,14.2,596,3,3906.0,514000.0,60,2,375458.0,LOW,0
48,300000.0,Salaried,15.5,705,1,1046.0,791000.0,36,0,319458.0,LOW,0
31,167000.0,Self-Employed,13.0,684,3,4611.0,87000.0,84,3,20283.0,LOW,1
65,362000.0,Salaried,22.0,724,1,3532.0,690000.0,36,2,311095.0,LOW,1
53,607000.0,Salaried,2.4,674,3,12034.0,1357000.0,48,4,453013.0,MEDIUM,0
37,241000.0,Business,6.3,575,1,364.0,347000.0,24,0,222893.0,MEDIUM,0
26,545000.0,Salaried,8.0,719,1,6362.0,1818000.0,84,2,467006.0,LOW,1
24,1690000.0,Self-Employed,0.3,599,1,17846.0,862000.0,120,1,1314129.0,MEDIUM,1
40,998000.0,Business,13.7,731,1,1753.0,3496000.0,84,1,870718.0,MEDIUM,0
47,1449000.0,Salaried,29.0,586,1,1027.0,4312000.0,84,1,872130.0,MEDIUM,0
35,683000.0,Self-Employed,15.4,625,1,4575.0,1333000.0,48,1,395164.0,MEDIUM,0
26,1089000.0,Self-Employed,8.0,651,0,0.0,4052000.0,84,1,1124530.0,MEDIUM,0
34,350000.0,Self-Employed,16.0,733,1,1239.0,1014000.0,48,3,396700.0,LOW,1
31,367000.0,Salaried,13.0,694,2,800.0,1374000.0,12,2,190944.0,MEDIUM,0
59,150000.0,Salaried,6.5,681,1,1788.0,307000.0,60,0,51596.0,MEDIUM,1
29,1101000.0,Business,11.0,830,2,22850.0,2176000.0,12,2,796887.0,MEDIUM,0
46,1362000.0,Business,26.4,533,5,9690.0,3083000.0,48,1,881539.0,MEDIUM,1
36,388000.0,Salaried,5.1,596,1,4252.0,210000.0,12,5,158089.0,MEDIUM,1
25,464000.0,Salaried,7.0,593,1,3961.0,1699000.0,36,1,246881.0,HIGH,0
30,344000.0,Salaried,12.0,538,0,0.0,953000.0,48,0,96005.0,MEDIUM,0
23,680000.0,Salaried,2.8,622,1,7406.0,1758000.0,36,1,307912.0,HIGH,0
33,1061000.0,Self-Employed,8.5,735,2,15863.0,3955000.0,36,1,1232084.0,MEDIUM,0
63,190000.0,Salaried,16.9,632,0,0.0,756000.0,60,0,47215.0,MEDIUM,1
50,691000.0,Salaried,12.1,653,0,0.0,625000.0,36,2,729780.0,LOW,1
65,458000.0,Business,14.7,542,1,2866.0,1407000.0,12,4,96691.0,MEDIUM,0
26,578000.0,Salaried,8.0,616,3,6308.0,1414000.0,12,3,198227.0,MEDIUM,1
37,712000.0,Business,8.4,643,2,6901.0,1428000.0,84,2,87933.0,MEDIUM,0
65,483000.0,Business,20.2,731,4,13711.0,1892000.0,24,1,442265.0,MEDIUM,1
39,508000.0,Salaried,21.0,546,3,18041.0,1751000.0,60,1,22535.0,HIGH,0
62,475000.0,Business,26.2,643,0,0.0,1367000.0,84,1,396557.0,LOW,1
55,967000.0,Business,4.7,766,0,0.0,1659000.0,84,0,723509.0,MEDIUM,1
46,695000.0,Salaried,24.7,644,1,61.0,1921000.0,84,0,553576.0,LOW,1
25,617000.0,Salaried,7.0,510,1,6563.0,1399000.0,24,2,398650.0,MEDIUM,1
49,252000.0,Self-Employed,12.8,782,1,1148.0,308000.0,36,3,50058.0,LOW,1
57,431000.0,Freelance,27.0,738,0,0.0,848000.0,84,0,28319.0,LOW,1
40,927000.0,Self-Employed,13.6,749,0,0.0,1006000.0,48,1,225069.0,LOW,1
41,553000.0,Salaried,5.9,540,0,0.0,1190000.0,12,0,194656.0,MEDIUM,0
30,803000.0,Self-Employed,4.8,800,3,22526.0,2381000.0,48,1,110872.0,MEDIUM,0
25,1560000.0,Salaried,7.0,618,4,13560.0,680000.0,24,3,745578.0,LOW,1
56,1008000.0,Self-Employed,22.9,639,0,0.0,3157000.0,84,0,324859.0,LOW,1
26,571000.0,Business,8.0,623,0,0.0,214000.0,120,2,223211.0,LOW,1
46,398000.0,Self-Employed,23.6,755,0,0.0,881000.0,120,0,467415.0,LOW,1
24,150000.0,Business,1.4,665,3,5617.0,363000.0,120,1,119783.0,MEDIUM,1
59,488000.0,Business,22.4,718,4,12482.0,1521000.0,24,2,386046.0,MEDIUM,1
59,444000.0,Self-Employed,26.9,686,1,4565.0,1383000.0,12,1,332372.0,MEDIUM,0
55,683000.0,Salaried,2.3,672,1,398.0,1260000.0,120,2,428782.0,MEDIUM,1
21,493000.0,Business,3.0,604,1,1761.0,269000.0,84,5,256206.0,LOW,1
44,446000.0,Freelance,11.9,824,1,2071.0,1278000.0,24,1,540228.0,LOW,1
56,186000.0,Salaried,27.6,562,2,4536.0,407000.0,48,2,17884.0,MEDIUM,0
26,307000.0,Self-Employed,2.3,712,1,13.0,470000.0,24,1,112248.0,MEDIUM,0
61,719000.0,Salaried,21.5,710,4,11073.0,841000.0,48,5,112475.0,LOW,1
64,1513000.0,Business,22.1,772,0,0.0,1124000.0,120,4,84980.0,LOW,1
51,510000.0,Business,29.9,791,2,3910.0,710000.0,84,0,31208.0,LOW,1
40,658000.0,Salaried,22.0,669,1,1851.0,1314000.0,36,5,40768.0,MEDIUM,1
44,957000.0,Business,11.5,722,1,8734.0,1978000.0,84,2,787471.0,LOW,1
45,332000.0,Salaried,16.7,821,2,6186.0,815000.0,60,5,63757.0,MEDIUM,0
56,673000.0,Business,11.0,674,4,15889.0,1104000.0,12,3,170219.0,MEDIUM,0
41,347000.0,Self-Employed,5.9,594,2,8215.0,1285000.0,24,0,146708.0,MEDIUM,1
50,908000.0,Salaried,7.5,649,2,4601.0,1938000.0,120,3,282792.0,MEDIUM,1
44,592000.0,Salaried,6.7,575,2,13519.0,1106000.0,84,2,453614.0,MEDIUM,1
64,646000.0,Salaried,16.5,709,1,6101.0,309000.0,12,0,478960.0,LOW,1
62,338000.0,Self-Employed,27.2,765,2,3111.0,851000.0,24,3,151864.0,LOW,1
50,826000.0,Self-Employed,27.4,670,2,16663.0,2090000.0,120,2,308696.0,MEDIUM,0
42,1888000.0,Salaried,1.6,550,1,3144.0,4641000.0,36,5,1163264.0,MEDIUM,0
48,295000.0,Salaried,2.4,761,1,483.0,1057000.0,120,2,73523.0,MEDIUM,0
27,441000.0,Salaried,7.4,537,2,10253.0,1377000.0,120,1,116133.0,HIGH,0
55,621000.0,Business,7.7,556,3,2207.0,2179000.0,48,4,209114.0,HIGH,0
48,866000.0,Business,2.8,665,1,44.0,450000.0,12,2,445806.0,LOW,1
34,386000.0,Salaried,11.7,700,3,5631.0,570000.0,36,1,96555.0,MEDIUM,1
30,150000.0,Self-Employed,12.0,713,3,584.0,222000.0,36,0,32601.0,LOW,1
36,1221000.0,Salaried,17.3,674,0,0.0,3335000.0,60,3,1335506.0,MEDIUM,0
36,853000.0,Freelance,16.3,820,2,19676.0,1672000.0,36,0,1062739.0,MEDIUM,0
51,190000.0,Freelance,10.2,685,0,0.0,604000.0,60,4,115189.0,LOW,1
62,375000.0,Self-Employed,21.2,762,0,0.0,646000.0,120,4,364980.0,LOW,1
45,1385000.0,Freelance,24.8,742,2,18664.0,1551000.0,36,1,1160545.0,MEDIUM,0
33,1288000.0,Business,10.4,576,3,10925.0,1773000.0,120,0,127313.0,LOW,1
26,949000.0,Business,2.6,666,0,0.0,925000.0,48,2,552595.0,MEDIUM,1
64,486000.0,Self-Employed,8.9,849,3,1840.0,502000.0,36,1,144750.0,LOW,1
29,568000.0,Salaried,4.1,639,1,3170.0,626000.0,84,2,354309.0,MEDIUM,1
65,500000.0,Salaried,14.0,626,3,11469.0,180000.0,48,1,47486.0,LOW,0
56,1063000.0,Salaried,4.7,693,3,37081.0,3135000.0,24,3,230773.0,MEDIUM,0
63,319000.0,Self-Employed,13.9,642,3,8841.0,567000.0,36,5,263896.0,MEDIUM,1
40,333000.0,Salaried,6.6,616,2,6020.0,128000.0,120,2,283389.0,MEDIUM,1
38,991000.0,Salaried,20.0,641,3,11446.0,1654000.0,36,2,944535.0,LOW,1
63,526000.0,Self-Employed,0.8,794,0,0.0,1920000.0,24,1,622401.0,MEDIUM,0
41,1236000.0,Salaried,16.6,669,1,14630.0,2709000.0,120,3,1232629.0,LOW,1
24,361000.0,Self-Employed,1.8,573,0,0.0,1426000.0,60,0,41826.0,HIGH,0
53,523000.0,Freelance,0.0,559,2,507.0,1202000.0,48,2,316904.0,HIGH,0
47,311000.0,Business,26.1,856,0,0.0,1201000.0,24,0,314663.0,LOW,1
27,543000.0,Self-Employed,9.0,662,0,0.0,568000.0,24,0,172142.0,MEDIUM,1
26,223000.0,Self-Employed,3.0,714,3,2467.0,306000.0,84,2,260124.0,MEDIUM,0
35,403000.0,Self-Employed,17.0,618,2,9999.0,1165000.0,120,1,125594.0,MEDIUM,1
38,228000.0,Salaried,18.3,705,3,2490.0,901000.0,12,2,155626.0,MEDIUM,1
52,819000.0,Business,14.2,796,0,0.0,2747000.0,24,1,946250.0,MEDIUM,0
31,831000.0,Salaried,12.6,627,1,5029.0,1952000.0,60,2,265788.0,LOW,1
40,191000.0,Salaried,22.0,716,1,772.0,117000.0,60,1,139414.0,LOW,1
44,1203000.0,Business,7.4,567,0,0.0,1983000.0,60,3,804800.0,MEDIUM,1
35,2418000.0,Salaried,11.9,841,1,13301.0,1499000.0,120,2,2158640.0,LOW,1
27,555000.0,Salaried,9.0,701,1,2845.0,806000.0,48,0,272159.0,MEDIUM,1
41,368000.0,Salaried,23.0,646,0,0.0,463000.0,48,0,367681.0,LOW,1
62,2942000.0,Salaried,27.5,656,2,5966.0,5112000.0,120,0,1973714.0,LOW,1
46,245000.0,Salaried,25.5,639,1,2317.0,832000.0,36,1,63954.0,MEDIUM,0
64,547000.0,Salaried,23.9,643,0,0.0,468000.0,24,1,466823.0,LOW,1
34,602000.0,Self-Employed,16.0,484,2,7134.0,862000.0,84,1,310146.0,LOW,1
57,1211000.0,Business,20.9,672,2,28934.0,1533000.0,60,2,185594.0,LOW,1
41,671000.0,Salaried,22.5,668,3,14578.0,937000.0,24,3,221840.0,MEDIUM,1
38,401000.0,Business,20.0,719,1,3485.0,655000.0,120,0,88349.0,MEDIUM,1
25,305000.0,Salaried,0.2,638,4,14096.0,367000.0,36,0,32904.0,MEDIUM,0
23,440000.0,Salaried,0.7,618,3,10995.0,1667000.0,120,1,113310.0,MEDIUM,1
43,295000.0,Salaried,22.2,679,2,3185.0,547000.0,36,1,99245.0,MEDIUM,1
46,556000.0,Self-Employed,27.5,551,1,172.0,402000.0,60,1,239453.0,MEDIUM,1
57,385000.0,Salaried,26.5,691,0,0.0,782000.0,24,2,423711.0,LOW,1
44,220000.0,Self-Employed,25.3,531,2,5307.0,216000.0,36,0,177629.0,LOW,1
39,1147000.0,Business,21.0,769,2,13484.0,1261000.0,12,2,1110498.0,MEDIUM,1
